# CSV-File created with merge-csv.com
# -----------------------------------------------------------

d xvi bj amjh azzgdib nj cjkzgznn oj nj yvhizy cjkzapg epno amjh wzdib vmjpiy njhzjiz rcj xvmzn viy dn vrvfz,ceaser,0.06191222570532915
jn hsbccjoh b njovuf up qptu j gffm hsffez xspoh,ceaser,0.04993252361673414
y qc uluh vuubydw deijqbwys qrekj jxu vyhufbqsu y mybb adem jxqj yj yi ijybb ed jxu fhefuhjo,ceaser,0.0627027027027027
t lx qppwtyr rczfnsj,ceaser,0.022058823529411766
fsb ybbk cbbifkd x ifqqib yroabkba ixqbiv txpkq prob tev qexq txp,ceaser,0.07058001397624039
xkt qttc ipzxcv dg bxaaxvgpbh dg ixbth gtrdbbtcsts pbdjci pcs xkt upaatc phatte p adi uphitg qji x pahd utta axzt hd ujccn,ceaser,0.06565656565656566
t qppw ld nzyqfdpo lmzfe wtqp ld l eppylrpc zc ld ulopo ld l jplc zwo xly,ceaser,0.08020050125313283
l kdyh ehhq zlwk shwurqdv iru bhduv l ihho wkdw shwurqdv kdv shuiruphg zhoo dqg pdgh d kxjh surilw,ceaser,0.06582278481012659
l ihho urpdqwlf wrr,ceaser,0.05
u rqqx xuwq u tmhq fa ymwq ftq egrrqduzs u y eqquzs yqmz eayqftuzs,ceaser,0.07910014513788098
j ep gffm uibu svoojoh jt b ejwjof fyqfsjfodf boe uibu j dbo fyqfdu up ibwf tpnf uzqf pg tqjsjuvbm fodpvoufs,ceaser,0.06896551724137931
m xlmro mx w xli iewmiwx xmqi sj ciev xs jiip hmwwexmwjmih,ceaser,0.09343200740055504
q nmmt twe mvmzog q u rcab bpqzabg,ceaser,0.045584045584045586
r qjen rvvnwbn bhvyjcqh frcq cqn pnwnaju yxrwc kdc jb j yxbbrkun yaxcx farcna cahrwp cx orwm crvn cx farcn rw cqn lxawnab xo uron jwm frcq wx brpw xo jw jpnwc unc juxwn j ydkurbqrwp lxwcajlc cqrb onnub j urccun yanlrxdb,ceaser,0.06646353075604647
v qb abg srry ernffherq nakvrgl vf ba rnpu fvqr,ceaser,0.06685633001422475
y tytdj huqbbo vuub jxqj ucrqhhqiiut,ceaser,0.06451612903225806
s poov zboddi zkdrodsm wycd yp dro dswo,ceaser,0.08870967741935484
s cdkbdon poovsxq coxdswoxdkv klyed nyvvc s rkn kc k mrsvn kxn cy loqkx k myvvomdsyx yp fsxdkqo lkblso nyvvc pbyw dro cshdsoc,ceaser,0.0649152865029507
n stb kjjq htruwtrnxji fsi xpjuynhfq tk ymj afqzj tk jajwd zsny tk btwp n uzy ns,ceaser,0.051587301587301584
n kjjq nwwnyfyji fsi wjojhyji bnymtzy fsdtsj itnsl fsdymnsl tw xfdnsl fsdymnsl,ceaser,0.06965174129353234
